Country,Crop,Production,Global_Production_Share_%,Water_Stress,Agriculture_Withdrawal_Share,Risk_Category,Hotspot_Score
Russian Federation,Potatoes,18887678.75,2.5394645883432942,4.122242749,28.75655662,Lower water stress,0.030103195930836924
Russian Federation,Rice,920094.51,0.0688971991401201,4.122242749,28.75655662,Lower water stress,0.0008167177815044808
Russian Federation,Wheat,104233944.0,6.955403561423701,4.122242749,28.75655662,Lower water stress,0.08245040200547733
Rwanda,Maize (corn),458522.08,0.024781279162360573,20.1986755,60.06655574,Lower water stress,0.003006625538671046
Rwanda,Potatoes,908007.15,0.12208233917508353,20.1986755,60.06655574,Lower water stress,0.014811821309935256
Rwanda,Rice,135074.74,0.010114473197519616,20.1986755,60.06655574,Lower water stress,0.001227153498680392
Rwanda,Sugar cane,113956.41,0.004675868247044539,20.1986755,60.06655574,Lower water stress,0.0005673066670576967
Rwanda,Wheat,13877.29,0.0009260145839718922,20.1986755,60.06655574,Lower water stress,0.00011235009617988276
Saint Kitts and Nevis,Potatoes,0.0,0.0,50.83333333,1.282051282,Severe water stress,0.0
Saint Vincent and the Grenadines,Maize (corn),640.0,3.45894327791385e-05,7.9,0.0,Lower water stress,0.0
Sao Tome and Principe,Maize (corn),780.65,4.219100109224136e-05,1.876146789,62.59168704,Lower water stress,4.954539577704854e-07
Saudi Arabia,Maize (corn),58500.0,0.0031616903399681287,974.1666667,81.56355802,High-pressure hotspot,0.025121684672882394
Saudi Arabia,Potatoes,605000.0,0.08134276828208406,974.1666667,81.56355802,High-pressure hotspot,0.6463211622497016
Saudi Arabia,Rice,815.0,6.102766258131231e-05,974.1666667,81.56355802,High-pressure hotspot,0.0004849044437749227
Saudi Arabia,Wheat,800000.0,0.053383021265500236,974.1666667,81.56355802,High-pressure hotspot,0.4241627999316311
Senegal,Maize (corn),787750.0,0.042574727612134926,16.2764487,91.31389425,Lower water stress,0.006327736650553956
Senegal,Potatoes,140500.0,0.018890345361376546,16.2764487,91.31389425,Lower water stress,0.002807607643994278
Senegal,Rice,1409120.0,0.10551570539457521,16.2764487,91.31389425,Lower water stress,0.015682439646284477
Senegal,Sugar cane,1271000.0,0.05215177050587684,16.2764487,91.31389425,Lower water stress,0.007751139892842349
Serbia,Maize (corn),4283293.0,0.2314948051513351,5.737631015,8.289137694,Lower water stress,0.0011009896062969305
Serbia,Potatoes,523762.0,0.07042024958836514,5.737631015,8.289137694,Lower water stress,0.0003349188022553713
Serbia,Wheat,3109827.0,0.20751495109128348,5.737631015,8.289137694,Lower water stress,0.0009869413879648838
Sierra Leone,Maize (corn),24000.0,0.0012971037292176936,0.495794393,21.53628652,Lower water stress,1.384991599914037e-06
Sierra Leone,Rice,1397000.0,0.10460815291545189,0.495794393,21.53628652,Lower water stress,0.00011169608860642513
Sierra Leone,Sugar cane,82204.31,0.0033730136189724282,0.495794393,21.53628652,Lower water stress,3.6015589373796516e-06
Slovakia,Maize (corn),683700.0,0.03695124248608905,2.425230293,5.828544912,Lower water stress,5.223266413906609e-05
Slovakia,Potatoes,130630.0,0.017563315406096926,2.425230293,5.828544912,Lower water stress,2.4826736343724014e-05
Slovakia,Rice,0.0,0.0,2.425230293,5.828544912,Lower water stress,0.0
Slovakia,Wheat,2048150.0,0.13667054375616786,2.425230293,5.828544912,Lower water stress,0.0001931915175086989
Slovenia,Maize (corn),277820.0,0.015015056585469151,5.591615957,0.411124547,Lower water stress,3.4517371499992167e-06
Slovenia,Potatoes,58230.0,0.00782907338357976,5.591615957,0.411124547,Lower water stress,1.7997869867719821e-06
Slovenia,Rice,0.0,0.0,5.591615957,0.411124547,Lower water stress,0.0
Slovenia,Wheat,150750.0,0.0100593630697177,5.591615957,0.411124547,Lower water stress,2.3124972600287963e-06
Somalia,Maize (corn),65000.0,0.0035129892666312533,24.52774059,99.48453608,Lower water stress,0.0008572153638696829
Somalia,Rice,2000.0,0.00014976113516886454,24.52774059,99.48453608,Lower water stress,3.654367725991414e-05
Somalia,Sugar cane,254000.0,0.010422147685674836,24.52774059,99.48453608,Lower water stress,0.0025431404546380878
Somalia,Wheat,1056.42,7.04936141566247e-05,24.52774059,99.48453608,Lower water stress,1.7201364571121254e-05
South Africa,Maize (corn),15470000.0,0.8360914454582384,67.59526097,59.39992976,Severe water stress,0.33570357056905703
South Africa,Potatoes,2532217.0,0.34045874491066785,67.59526097,59.39992976,Severe water stress,0.13669942076172067
South Africa,Rice,3081.13,0.00023071676320142182,67.59526097,59.39992976,Severe water stress,9.26363277815902e-05
South Africa,Sugar cane,17911000.0,0.7349255401500865,67.59526097,59.39992976,Severe water stress,0.29508390412433666
South Africa,Wheat,2110000.0,0.14079771858775686,67.59526097,59.39992976,Severe water stress,0.05653244883038113
South Sudan,Maize (corn),219300.0,0.011852285325726677,4.226075787,36.47416413,Lower water stress,0.00018269418612961032
South Sudan,Rice,36515.0,0.0027342639253455443,4.226075787,36.47416413,Lower water stress,4.214665009964488e-05
Spain,Maize (corn),3590260.0,0.19403915145254652,43.25403923,65.33425224,Water stressed,0.054834888087609335
Spain,Potatoes,1881920.0,0.25302575617424733,43.25403923,65.33425224,Water stressed,0.07150432744749818
Spain,Rice,350420.0,0.026239648492936758,43.25403923,65.33425224,Water stressed,0.007415246757148768
Spain,Wheat,6508800.0,0.4343242610161098,43.25403923,65.33425224,Water stressed,0.1227387466306066
Sri Lanka,Maize (corn),259040.0,0.014000072917356308,90.78541374,87.36289201,High-pressure hotspot,0.011103844648081075
Sri Lanka,Potatoes,47614.0,0.0064017430892283475,90.78541374,87.36289201,High-pressure hotspot,0.0050773993220844795
Sri Lanka,Rice,3392905.0,0.2540626521600582,90.78541374,87.36289201,High-pressure hotspot,0.20150410909413038
Sri Lanka,Sugar cane,876660.0,0.03597118106347914,90.78541374,87.36289201,High-pressure hotspot,0.028529737573130588
Sudan,Maize (corn),24538.03,0.0013261820925273185,118.6563877,96.19454242,High-pressure hotspot,0.0015137170937690625
Sudan,Potatoes,520065.06,0.06992319283832751,118.6563877,96.19454242,High-pressure hotspot,0.07981101000133324
Sudan,Rice,28000.0,0.0020966558923641034,118.6563877,96.19454242,High-pressure hotspot,0.002393143356335732
Sudan,Sugar cane,4577997.51,0.18784474863729,118.6563877,96.19454242,High-pressure hotspot,0.21440781668612482
Sudan,Wheat,476270.0,0.03178091442264974,118.6563877,96.19454242,High-pressure hotspot,0.03627504374267192
Suriname,Maize (corn),29.0,1.567333672804713e-06,3.950609365,69.99512908,Lower water stress,4.334044556483527e-08
Suriname,Rice,184235.0,0.01379562136891788,3.950609365,69.99512908,Lower water stress,0.00038148122977714005
Suriname,Sugar cane,97419.78,0.003997335963251778,3.950609365,69.99512908,Lower water stress,0.00011053569812588226
Sweden,Maize (corn),12200.0,0.0006593610623523276,3.582972583,4.932301741,Lower water stress,1.1652427760986122e-06
Sweden,Potatoes,852200.0,0.11457902004957361,3.582972583,4.932301741,Lower water stress,0.00020248750347633018
Sweden,Rice,0.0,0.0,3.582972583,4.932301741,Lower water stress,0.0
Sweden,Wheat,3228700.0,0.21544720094990077,3.582972583,4.932301741,Lower water stress,0.0003807447980654202
Switzerland,Maize (corn),125317.0,0.006772881168098905,6.498855835,9.239381348,Lower water stress,4.066804089103187e-05
Switzerland,Potatoes,382029.0,0.05136412632072115,6.498855835,9.239381348,Lower water stress,0.00030841798899146285
Switzerland,Wheat,486667.0,0.0324746935127715,6.498855835,9.239381348,Lower water stress,0.00019499562016851742
Syrian Arab Republic,Maize (corn),535715.0,0.028953246845744032,124.3601389,87.52774397,High-pressure hotspot,0.03151550032076216
Syrian Arab Republic,Potatoes,554740.0,0.07458526822612117,124.3601389,87.52774397,High-pressure hotspot,0.0811857840064655
Syrian Arab Republic,Wheat,1551605.0,0.1035367033883206,124.3601389,87.52774397,High-pressure hotspot,0.11269931231650171
Tajikistan,Maize (corn),220000.0,0.011890117517828858,69.94326428,74.52525253,Severe water stress,0.006197770642753503
Tajikistan,Potatoes,1094400.0,0.14714301753374015,69.94326428,74.52525253,Severe water stress,0.07669887812204759
Tajikistan,Rice,146848.0,0.01099606158863871,69.94326428,74.52525253,Severe water stress,0.005731740464110978
Tajikistan,Wheat,934274.0,0.062342961012254956,69.94326428,74.52525253,Severe water stress,0.032496514266129345
Thailand,Maize (corn),4700555.0,0.25404614249553653,23.01393518,90.37448086,Lower water stress,0.05283835713922845
Thailand,Potatoes,110860.0,0.014905221969837748,23.01393518,90.37448086,Lower water stress,0.0031000960453300263
Thailand,Rice,32882932.48,2.462292647942963,23.01393518,90.37448086,Lower water stress,0.5121254628599317
Thailand,Sugar cane,92162730.0,3.7816282802164363,23.01393518,90.37448086,Lower water stress,0.7865304455130351
Thailand,Wheat,1321.18,8.8160725044442e-05,23.01393518,90.37448086,Lower water stress,1.8336306270162682e-05
Timor-Leste,Maize (corn),87000.0,0.004702001018414139,28.26821032,91.38225256,Water stressed,0.00121462689101929
Timor-Leste,Potatoes,1042.2,0.00014012468281584796,28.26821032,91.38225256,Water stressed,3.6197186512112076e-05
Timor-Leste,Rice,85500.0,0.0064022885284689595,28.26821032,91.38225256,Water stressed,0.0016538473259126362
Togo,Maize (corn),957047.0,0.051724551364025255,3.391634981,34.08071749,Lower water stress,0.0005978807458279538
Togo,Rice,169608.0,0.012700343306860389,3.391634981,34.08071749,Lower water stress,0.00014680244735496985
Trinidad and Tobago,Maize (corn),0.0,0.0,20.32648126,4.358037578,Lower water stress,0.0
Trinidad and Tobago,Rice,125.0,9.360070948054034e-06,20.32648126,4.358037578,Lower water stress,8.291484921656398e-08
Tunisia,Potatoes,400000.0,0.0537803426658407,98.11339918,75.54217539,High-pressure hotspot,0.039860374470639594
Tunisia,Wheat,1135000.0,0.07573716142042845,98.11339918,75.54217539,High-pressure hotspot,0.056134108968388156
Turkmenistan,Maize (corn),11628.69,0.0006284840485381876,135.2138073,92.74870448,High-pressure hotspot,0.0007881759032619739
Turkmenistan,Potatoes,698748.99,0.09394740029902524,135.2138073,92.74870448,High-pressure hotspot,0.11781854648821569
Turkmenistan,Rice,86285.0,0.006461069774022739,135.2138073,92.74870448,High-pressure hotspot,0.008102766517342382
Turkmenistan,Wheat,1250000.0,0.08341097072734412,135.2138073,92.74870448,High-pressure hotspot,0.10460490977916667
Uganda,Maize (corn),4738000.0,0.2560698945430597,5.82799634,40.65934066,Lower water stress,0.006067895945450277
Uganda,Potatoes,434000.0,0.05835167179243716,5.82799634,40.65934066,Lower water stress,0.001382715735918091
Uganda,Rice,347000.0,0.025983556951798,5.82799634,40.65934066,Lower water stress,0.0006157128316764275
Uganda,Sugar cane,6161676.75,0.25282639795231865,5.82799634,40.65934066,Lower water stress,0.005991037243074665
Uganda,Wheat,25000.0,0.0016682194145468824,5.82799634,40.65934066,Lower water stress,3.9530542392394706e-05
Ukraine,Maize (corn),26186930.0,1.4152985233234459,6.298134232,21.1318125,Lower water stress,0.018836348400715464
Ukraine,Potatoes,20899210.0,2.8099166881134114,6.298134232,21.1318125,Lower water stress,0.037397459858857424
Ukraine,Rice,3090.0,0.0002313809538358957,6.298134232,21.1318125,Lower water stress,3.0794720604302857e-06
Ukraine,Wheat,20729240.0,1.3832368246720725,6.298134232,21.1318125,Lower water stress,0.01840963607383628
United Arab Emirates,Maize (corn),21429.0,0.0011581514922252483,1509.933333,51.1797143,Severe water stress,0.008949958074660189
United Arab Emirates,Potatoes,1291.0,0.00017357605595400087,1509.933333,51.1797143,Severe water stress,0.0013413602917942272
United Kingdom of Great Britain and Northern Ireland,Potatoes,5062283.0,0.6806282860286501,14.35464621,14.04988124,Lower water stress,0.013726984405639386
United Kingdom of Great Britain and Northern Ireland,Wheat,15540000.0,1.036965188082342,14.35464621,14.04988124,Lower water stress,0.02091362533439882
United Republic of Tanzania,Maize (corn),6537000.0,0.3532986282456693,12.96324081,89.35185185,Lower water stress,0.040922211702286916
United Republic of Tanzania,Potatoes,431000.0,0.057948319222443354,12.96324081,89.35185185,Lower water stress,0.006712093389062281
United Republic of Tanzania,Rice,4135400.0,0.3096610991886612,12.96324081,89.35185185,Lower water stress,0.03586772221529731
United Republic of Tanzania,Sugar cane,3388832.15,0.1390508234222952,12.96324081,89.35185185,Lower water stress,0.016106111879686393
United Republic of Tanzania,Wheat,66000.0,0.00440409925440377,12.96324081,89.35185185,Lower water stress,0.0005101222241974675
United States of America,Maize (corn),346739460.0,18.739876943038723,28.15525982,39.65878143,Water stressed,2.0925008348230483
United States of America,Potatoes,18236860.0,2.4519614498724094,28.15525982,39.65878143,Water stressed,0.2737868234891401
United States of America,Rice,7259340.0,0.5435834994883726,28.15525982,39.65878143,Water stressed,0.060696712680281525
United States of America,Sugar cane,31453000.0,1.2905819336910656,28.15525982,39.65878143,Water stressed,0.14410680400221446
United States of America,Wheat,44897830.0,2.9959772670810176,28.15525982,39.65878143,Water stressed,0.3345318089085251
Uruguay,Maize (corn),878000.0,0.04745237809388063,12.05201437,77.19047446,Lower water stress,0.004414498090945281
Uruguay,Potatoes,91000.0,0.01223502795647876,12.05201437,77.19047446,Lower water stress,0.0011382255163203897
Uruguay,Rice,1397900.0,0.10467554542627788,12.05201437,77.19047446,Lower water stress,0.009737973395953997
Uruguay,Sugar cane,523700.0,0.021488498988141383,12.05201437,77.19047446,Lower water stress,0.0019990765810041214
Uruguay,Wheat,1283100.0,0.08561969323220418,12.05201437,77.19047446,Lower water stress,0.007965206118292057
Uzbekistan,Maize (corn),656414.35,0.03547656255404201,123.0283912,92.13483146,High-pressure hotspot,0.040213393498476094
Uzbekistan,Potatoes,3443223.88,0.46294440035401385,123.0283912,92.13483146,High-pressure hotspot,0.5247567407635141
Uzbekistan,Rice,359147.06,0.026893135699080153,123.0283912,92.13483146,High-pressure hotspot,0.03048390741429961
Uzbekistan,Wheat,6270058.7,0.4183933461475434,123.0283912,92.13483146,High-pressure hotspot,0.4742572294073155
Venezuela (Bolivarian Republic of),Maize (corn),2602191.0,0.14063798542652997,7.540366667,73.85211016,Lower water stress,0.007831735477722628
Venezuela (Bolivarian Republic of),Potatoes,528712.0,0.07108578132885492,7.540366667,73.85211016,Lower water stress,0.00395856804906852
Venezuela (Bolivarian Republic of),Rice,610975.0,0.04575015477989851,7.540366667,73.85211016,Lower water stress,0.0025476979723107027
Venezuela (Bolivarian Republic of),Sugar cane,2814056.0,0.11546656388881649,7.540366667,73.85211016,Lower water stress,0.006430009518098391
Venezuela (Bolivarian Republic of),Wheat,762.0,5.084732775538897e-05,7.540366667,73.85211016,Lower water stress,2.831545258000755e-06
Viet Nam,Maize (corn),4423352.38,0.23906445282258168,18.13031538,94.78239668,Lower water stress,0.04108166618527702
Viet Nam,Potatoes,332851.24,0.044752134359874955,18.13031538,94.78239668,Lower water stress,0.007690362256472567
Viet Nam,Rice,42660798.11,3.194464776081676,18.13031538,94.78239668,Lower water stress,0.5489479260599506
Viet Nam,Sugar cane,11088957.08,0.4550029463301952,18.13031538,94.78239668,Lower water stress,0.07818928717238781
Yemen,Maize (corn),96623.0,0.005222085567841717,169.7619048,90.74333801,High-pressure hotspot,0.008044498483835217
Yemen,Potatoes,315927.0,0.04247665579347764,169.7619048,90.74333801,High-pressure hotspot,0.06543427691673138
Yemen,Wheat,100000.0,0.0066728776581875295,169.7619048,90.74333801,High-pressure hotspot,0.01027940915688468
Zambia,Maize (corn),2706243.46,0.1462616035057081,2.835497836,73.28244275,Lower water stress,0.003039202151385347
Zambia,Potatoes,52372.18,0.007041484466392723,2.835497836,73.28244275,Lower water stress,0.0001463165603703509
Zambia,Rice,62279.91,0.0046635550099073594,2.835497836,73.28244275,Lower water stress,9.690503918659155e-05
Zambia,Sugar cane,4550000.0,0.1866959526370886,2.835497836,73.28244275,Lower water stress,0.003879396419221074
Zambia,Wheat,234924.63,0.01567623314884972,2.835497836,73.28244275,Lower water stress,0.0003257399096526588
Zimbabwe,Maize (corn),869100.29,0.046971384467632465,46.09162031,87.20018255,Water stressed,0.01887872806556719
Zimbabwe,Potatoes,534543.0,0.07186976427406622,46.09162031,87.20018255,Water stressed,0.02888587916333352
Zimbabwe,Rice,539.0,4.0360625928008995e-05,46.09162031,87.20018255,Water stressed,1.622173351045294e-05
Zimbabwe,Sugar cane,6049404.0,0.24821961377288226,46.09162031,87.20018255,Water stressed,0.09976437020261747
Zimbabwe,Wheat,250000.0,0.016682194145468822,46.09162031,87.20018255,Water stressed,0.006704903642478841
